run,gradient_C_per_km,flow_kg_per_s,plant_cost_USD_per_kW,drilling_factor,fixed_charge_rate,productivity_index_kg_s_bar,num_fractures,fracture_height_m,doublets,LCOE_USD_per_MWh
17,62.964987181692734,74.46345439016622,2686.3605288024287,1.0474629720825683,0.0640664577196323,9.806688725390945,70,1086.2431120939318,4,56.3
18,57.265466375506236,75.88318021321498,2290.500818976329,1.3515176252424879,0.058397284779912205,11.139701447368715,47,908.5182601441445,5,54.6
19,64.51425942856706,80.32708181486072,2405.8937149512,1.2257304682843122,0.05422920710746316,12.509534701699938,73,1019.4857289493706,4,45.7
20,57.229935993121806,81.70700557394633,2334.2679061692947,1.1079762375409234,0.07700432813408399,8.789926289836458,61,1036.6048201578596,4,63.6
21,57.35041490090696,76.01503475080557,2504.502269408289,1.40267620861774,0.07120553694622536,10.13885077322254,56,1005.3245518020185,3,70.2
22,62.26079719148198,78.14936253852929,2175.113657873966,1.4438110127737245,0.06942757128917605,10.726769216724001,85,825.2949134826271,4,56.1
23,60.69613037995973,83.97209028387408,2193.8743883255947,1.2976113493667505,0.042456518440806716,9.728536974267426,82,1016.9599466345628,3,40.3
24,61.69496578408432,80.61736508182497,2382.391827998751,1.2180302508345457,0.06507091716302095,13.001040052311787,66,777.3746139754733,5,53.4
25,67.02609081801329,75.41494555100044,2320.29978761083,1.3162422438732777,0.04480309341558306,8.743443867836174,39,1021.8972516895848,4,39.2
26,66.56230920526474,81.03925249761771,2243.7207550434464,1.2222722630567313,0.04808889903494856,11.500242505539484,61,1156.349495645607,5,38.2
27,57.70414806747421,72.57780457685926,2423.7740207446427,1.1147642712081636,0.04797485547607614,11.844360776490163,64,1045.5905170706467,4,47.8
28,62.28672092095188,70.69779106491096,2417.091501532289,1.17619443145554,0.046723088623675205,8.862746376918388,59,873.3298880511184,5,43.3
29,62.96918663284874,77.11821047659537,2414.327334422841,1.3756024124170372,0.07421775676184403,9.726690928609056,42,938.462895801293,3,63.4
30,53.487178035910105,69.7695618318978,2217.6794662303405,1.2183151666886691,0.05025109851291901,10.581884365877796,82,782.6291790431874,5,52.6
31,62.77721880914388,91.5234171645913,2699.807745015224,1.082616173967407,0.06501697091141942,7.682199236273932,87,783.8057707198897,5,54.1
32,57.43288057492045,80.16534317069286,2241.6523192338855,1.3739938463884631,0.06460591751874098,12.837348512627276,54,890.2391457816426,4,57.8
33,54.41859149845714,83.79635290343894,2597.2629306053036,1.278769572612218,0.0650973674920711,9.681309344231448,57,1007.0275863236338,5,63.5
